,cycle index,p_a,p_b,p_c,q_a,q_b,q_c,r_a,r_b,r_c,s_a,s_b,s_c,t_a,t_b,t_c
248,248,2049.1260947332867,146.99564913002507,-0.0012684219597910266,-2441.1694906546986,230.0,-0.00031512333451311203,20096.429482120744,298.69668793826446,-0.012579799454295864,-4047.0192476057023,313.00000000000114,-0.0006075226920232014,2000.0,462.0,-1.0
249,249,2172.851563975131,150.60999774560685,-0.002019859245264631,-2370.1583353210885,229.0,-0.00033377718875433773,20695.806785933077,297.92653006401196,-0.013001581870659362,-5549.688798150638,324.2753031202057,-0.009595476150262013,2000.0,427.0,-1.0
250,250,1952.172727907366,150.62987189463763,-0.0009993065563895004,-2520.755917558913,229.0,-0.0003295394487016995,20778.898948763155,299.36262393631233,-0.012374621836044646,-3535.137305903982,313.0,-0.000379784561342397,2000.0,484.0,-1.0
251,251,2301.9876943626055,149.5838522822428,-0.0016418587588597187,-2516.431916456314,230.0,-0.0003655660694942838,19970.239055635542,297.91318665584873,-0.011871923001460623,-3762.367041937141,313.00000000000034,-0.0006322943465403866,2000.0,435.0,-1.0
252,252,2000.0,148.0,-1.0,-2000.0,149.0,-1.0,2215.2538375969716,148.23245517022534,-0.002191488779959577,-2567.520544156557,228.0,-0.00033495443657497565,20269.789754388126,298.73464881343824,-0.013620390152960819
253,253,2201.9653121976226,148.85023836462034,-0.001771287986055597,-2420.996574706176,231.99999999999906,-0.00023389530161337723,20854.27413859932,300.8511366013895,-0.013109917936556617,-3654.504734251269,315.0,-0.000401219633313934,2000.0,488.0,-1.0
254,254,2014.7699744795289,146.89058121457703,-0.0016999309365026288,-2149.470914675587,230.99999999997453,-0.00028660303765412653,20482.985711708447,297.9653337869155,-0.012393359443767057,-5866.431018691721,323.8279405138607,-0.012400210720585735,2000.0,448.0,-1.0
255,255,2123.10165767311,145.57392893609892,-0.0020332986534322907,-2324.740794058083,231.0,-0.000264464396971948,20688.55217654697,298.2821587727827,-0.012865142332980717,-3708.7080504091136,312.0,-0.00033281437909501137,2000.0,466.0,-1.0
256,256,2000.0,149.0,-1.0,-2000.0,151.0,-1.0,1871.8784720095646,145.429411290951,-0.0021084991475179052,-2527.1044758063344,229.0,-0.000384605728197035,20123.287539533838,297.3826740089465,-0.011885067580854749
257,257,2004.4382341925445,145.9125058601016,-0.0019644810772139155,-2185.0810909715756,226.9999999999999,-0.00026879313511581353,21440.5604564406,298.3584446811319,-0.014200923912920122,-5859.23508956556,324.02095914607554,-0.010809461161857837,2000.0,444.0,-1.0
258,258,1696.3635285684202,143.93148312660892,-0.0011951949645379121,-2526.4993977870517,228.0,-0.0002951086980977655,20840.890713363366,297.8594960256454,-0.012402174024016251,-4048.5424107392937,312.0,-0.0005570454067877596,3446.045902235121,565.0902898602249,-0.0003082913299752724
259,259,1961.7206698277575,147.71575305986502,-0.0015776291309607675,-2267.020188072695,231.0,-0.0003729336231575555,20419.14008443774,297.6996210267095,-0.012149724331469453,-3779.2722582427036,313.0,-0.0006716774634183964,2000.0,447.0,-1.0
260,260,1735.2613746785535,148.89391563382665,-0.0014198192911336423,-2581.4124878319158,229.0,-0.00033809625536410304,20584.015185161756,298.3282774698408,-0.012320193405898112,-3850.4543796084513,313.0,-0.0004683576145464226,2000.0,482.0,-1.0
261,261,2079.9201739578316,147.26269023788137,-0.0015498993043886284,-2341.4980419549192,234.0,-0.00027346862243906954,20596.008003507308,299.5482703318443,-0.012188826673539297,-3865.7614984099087,314.0,-0.000620985477316903,2000.0,488.0,-1.0
262,262,2000.0,147.0,-1.0,-2000.0,159.0,-1.0,1776.787912621554,147.57997500969043,-0.0017537138555915731,-2288.418046561694,230.0,-0.0002612445923781043,20481.87944527875,298.1643894304171,-0.012792010310667668
263,263,1632.5384092366805,146.4444022662139,-0.0012016950537893914,-2480.0711475356106,228.0,-0.00032871316296907363,21036.48357166956,298.96124064338755,-0.013269125624676307,-3328.7405751473075,313.0,-0.00025248124678141386,2000.0,498.0,-1.0
264,264,2209.221461909434,147.16077640154722,-0.0012336015795149325,-2070.079634239077,231.0,-0.0003742358718810533,20467.152222954584,297.9157496057849,-0.010658657611623244,-5200.990693553356,323.4205001979848,-0.009696998629289905,2368.530760501036,561.2096783979268,-0.00020710946568125164
265,265,2000.0,145.0,-1.0,-2000.0,147.0,-1.0,1746.465893813475,146.39946577155357,-0.0014071711277840644,-2384.031582962511,230.0,-0.0003125950077368957,21115.64124281306,298.005429244105,-0.013127366447733322
266,266,2000.0,62.0,-1.0,-1037.8045320737772,74.51377290953468,-0.0002666691998816644,1908.9265379621097,146.09221825319048,-0.001392651871152208,-2220.7568732370387,232.0,-0.0003917451959202695,20783.34269873503,300.17638484487117,-0.012063248026598968
267,267,2063.4580083314186,145.6212352835003,-0.0019164392287486973,-2137.8028676424665,225.99999999999994,-0.0002727112507541079,20636.02512999522,297.4720014280337,-0.01258276461363499,-3607.363755195554,312.0065124320424,-0.0005532957955547821,2000.0,416.0,-1.0
268,268,2000.0,83.0,-1.0,-1633.523288924374,76.61356310351641,-0.0007308573145059454,2315.2128000408475,146.8805666438477,-0.002760459470380451,-2571.0085393218537,226.99999999999997,-0.0002973567327836751,21119.983161285865,299.0918088900542,-0.01288389292736441
269,269,2195.7793265795713,146.55260171761054,-0.0015718522827108164,-2126.2790482862006,229.0,-0.00020692581508609037,20512.88419526952,297.75610082891893,-0.0123084817459549,-4173.643594072034,312.0,-0.0007116358411007535,2000.0,470.0,-1.0
270,270,2302.342415750145,149.0767287199895,-0.0021951178975917834,-2328.4428421696207,233.0,-0.0003124177659720548,20707.573786691944,298.0228596080441,-0.013218079393233464,-5636.296945550238,324.09884445762196,-0.00938853796456196,2000.0,427.0,-1.0
271,271,2052.4287301873433,147.08860917098784,-0.002198893820539518,-2683.5330178226777,230.0,-0.0003840394280424095,20239.173793977832,297.3669587563065,-0.012065195955521807,-4416.100128759515,312.0,-0.0006918845468270535,2000.0,486.0,-1.0
272,272,1902.6432290959413,148.98808298909455,-0.0012218435022480331,-2090.2926520277224,233.0,-0.00024360716052772424,20718.143471562304,298.7970906747219,-0.012636250636833482,-6053.099121511313,323.7532037456951,-0.012279175674003617,2000.0,450.0,-1.0
273,273,2000.0,148.0,-1.0,-2000.0,158.0,-1.0,1849.140962472893,148.94952939782027,-0.0021158856855141603,-2395.7683795231233,228.0,-0.00038117794057909943,20840.165312119876,297.94010721537376,-0.012429780758565292
274,274,1788.1410426227278,146.1608848657141,-0.0020611900149917553,-2675.941471469422,232.0,-0.0004203352012487144,21004.657922556744,299.14045432690483,-0.011937765052486334,-5382.279026573063,323.91946470894175,-0.007491198124038685,2000.0,439.0,-1.0
275,275,2076.019350810609,148.28966512121204,-0.002023401423432521,-2503.3198981906758,230.0,-0.0003912836495181829,20199.089949564932,297.40663080260384,-0.011649811982899978,-5358.100909738666,323.59956317749226,-0.00900149477439577,2000.0,420.0,-1.0
276,276,2334.3986756453905,150.1243218554547,-0.0019651527250926313,-2418.438909124951,231.0,-0.00021621956490276784,20708.999712085093,298.561193882295,-0.013211577682416683,-4045.9053581155135,313.05376143547227,-0.0005021139826165769,2000.0,444.0,-1.0
277,277,1892.00177503302,148.03497096792023,-0.0014446544023188862,-2567.9867043155064,230.0,-0.0003510817194975941,20355.42093143018,299.05307852340184,-0.011756706758961183,-3637.4720021699263,314.0,-0.0004205715200369589,2000.0,479.0,-1.0
278,278,2000.0,154.0,-1.0,-2000.0,156.0,-1.0,1984.1561180127521,149.10987150776705,-0.0019469152904934095,-2356.6651925411034,230.0,-0.00028406464874933496,20542.329104660403,298.514509786661,-0.012283373359357357
279,279,2221.6361293145424,145.76411317085902,-0.0016101092987847278,-2655.333492793728,226.0,-0.0003287430746955861,20480.544628306194,298.7563670426566,-0.013574141648159375,-3642.7648352686792,313.0,-0.0003036122692428099,2000.0,478.0,-1.0
280,280,2032.0051313510835,146.81141941094006,-0.001385864654081958,-2000.0,209.0,-1.0,2000.0,211.0,-1.0,-2418.428451068307,233.0,-0.00028239519358946917,20147.730659194967,298.1320591797336,-0.012745268500456227
281,281,2071.2959004711815,150.69344307702193,-0.002011564308093544,-2399.9367214721096,230.0,-0.00040947339675111855,20644.04938547784,297.5701308080165,-0.0129301938218533,-5661.6630959561935,324.0316757780908,-0.010355874472654084,2000.0,449.0,-1.0
282,282,2000.9845987747278,147.1931847938493,-0.0018349727496241542,-2709.128397012325,227.0,-0.0004485784472656589,21285.942356845582,297.700646162829,-0.012982623133823212,-3620.267362283273,312.0,-0.00037517283997424023,2000.0,476.0,-1.0
283,283,1764.6075532016016,151.90134862302278,-0.001913056635659702,-2477.979768517154,233.0,-0.0003377480294319121,20650.519410722016,298.6626535425817,-0.012346860299413736,-5392.02432834825,324.9649004620967,-0.009174213629034032,2000.0,430.0,-1.0
284,284,2000.0,149.0,-1.0,-2000.0,162.0,-1.0,2339.920139532573,149.97629195307942,-0.002359701374245476,-2607.2228899085976,231.0,-0.00034742891866940427,20672.855334999153,299.2685335575199,-0.013396165339912957
285,285,1778.032532639114,145.3217454819567,-0.0018826568320669784,-2805.831733308836,230.0,-0.00042273066626989387,21104.40108160404,299.16390209943177,-0.012394987405869074,-3514.7351830125294,314.0,-0.0005196259236366972,2000.0,496.0,-1.0
286,286,2199.6965100189054,149.42267844309993,-0.0027589539531393606,-2605.3679555853737,230.0,-0.00033309311133064833,20426.504724316903,298.62340915057604,-0.012749588903435544,-5387.661775989237,325.54445185625633,-0.007330834050452525,2000.0,450.0,-1.0
287,287,2218.639818458841,145.34474455808962,-0.0022155718398969727,-2559.2499293107676,225.0,-0.00023859462521147494,20123.695513246435,298.5258725544402,-0.013304159198777638,-3940.7213016585356,313.0,-0.0004140658999642107,3192.8924447049453,564.6098755298901,-0.0003425992172279063
288,288,2172.3677810035515,145.24101268572812,-0.001601233608563707,-2505.6274554104507,231.0,-0.0003068080062011843,20303.23556521035,299.26435629826074,-0.012088214622978237,-3557.734052331019,314.0,-0.0004845088343827335,2000.0,490.0,-1.0
289,289,2236.142996229652,149.33766712051784,-0.002242468587666707,-2189.3701528578895,228.0,-0.00023436557939976232,20107.801260067754,298.20662994171255,-0.01202778883465686,-5587.271151710919,323.86815616221656,-0.010152606624004296,2000.0,466.0,-1.0
290,290,2083.196293829866,147.75926441912472,-0.0016402202317961736,-2879.426760523546,227.0,-0.0003841484062396566,20998.005425906853,299.1730549159936,-0.01288126920611563,-4021.3450037885177,313.00000000067377,-0.0005125797277846756,2000.0,482.0,-1.0
291,291,1895.91444639607,151.0281881251843,-0.001337341246598296,-2591.0117996544045,234.0,-0.00034014023814850456,20697.927069832967,298.9547702609256,-0.012335320565108962,-3825.58516690219,314.0,-0.0005376955879806411,2000.0,490.0,-1.0
292,292,2304.930957147769,151.74114588662337,-0.0019779954709911855,-2481.9536113677723,231.0,-0.00031018261918842015,20692.497627590285,298.08387608560196,-0.012431286398192031,-5358.592285281122,324.2197168652468,-0.007455695283137511,2000.0,459.0,-1.0
293,293,1789.193011643086,147.80271533295195,-0.0015172632702683498,-2642.5984310127137,231.0,-0.00035407071836011445,20419.277036122687,298.87748701683216,-0.011940241516118485,-4267.771882216733,314.0,-0.0007064764513958503,2000.0,480.0,-1.0
294,294,1977.7812878119742,151.14453148638626,-0.0020540931369338574,-2426.4716199780814,232.0,-0.0003360175561344035,21096.087951740225,298.4723297197471,-0.012454448638358612,-3674.556814779896,314.0,-0.0006955285880047166,2000.0,430.0,-1.0
295,295,2064.3574883657775,147.77097129670372,-0.001683851784758587,-2483.2874647142808,224.0,-0.00031053509041020045,20158.3569071082,297.1670635354677,-0.013188152579517678,-4011.831662328599,312.0,-0.0006589327489559525,2000.0,467.0,-1.0
296,296,1760.7039166717934,148.6151034288465,-0.001008482437353993,-2667.612221776405,227.0,-0.0003958415483549478,20648.91135946497,298.6563390761236,-0.012064159682101557,-4048.4148149556536,313.0,-0.0006417861294972352,2000.0,483.0,-1.0
297,297,2151.454443699753,145.43749007170558,-0.0015757784592394409,-2164.291262894504,228.0,-0.0003062704693593085,20480.04327329668,297.77374296383454,-0.012823167001879634,-5689.411086335769,323.43369347272437,-0.012181587089112603,2000.0,471.0,-1.0
298,298,2167.24436040853,147.65540941907474,-0.002061446194909681,-2443.149693598131,228.0,-0.000306498981489377,20433.069368549895,298.76107520779937,-0.01341561010228469,-6429.647893971794,324.2610784751881,-0.011691446141402445,2000.0,465.0,-1.0
299,299,2154.9441992427714,144.21464625240407,-0.0013977188638570177,-2050.447401769307,231.0,-0.00027432370899470977,20684.2638807481,298.3077758566475,-0.012227956648602772,-4557.909749260468,313.0,-0.0011371414533566339,2000.0,483.0,-1.0
300,300,2040.2283482416103,148.32239820163107,-0.0013529153544404905,-2176.9309667526677,229.0,-0.0004858140042640412,20023.615311278056,297.71273966930636,-0.0124382440390476,-5119.202557161166,324.9424722578027,-0.00617252724093357,2000.0,479.0,-1.0
301,301,1783.5865445116822,146.07483871173065,-0.002245942946712441,-2533.557320668634,229.99999999999997,-0.0002963598996917639,21069.88868243638,299.40874708007976,-0.013271328987697254,-6238.895648948159,324.569893001516,-0.009706190224113306,2000.0,486.0,-1.0
302,302,1823.9965546419528,145.41084525044016,-0.0015563961691893616,-2351.0839512583207,229.0,-0.0003025155390329793,19922.29672331239,298.61153607721445,-0.011675996848570161,-5609.0189050546505,322.9534280365273,-0.01178670388206361,2000.0,470.0,-1.0
303,303,2000.0,141.0,-1.0,-2000.0,145.0,-1.0,2243.0389345136787,146.4218421351915,-0.0020836623376277517,-2148.4056227405877,228.99999999999997,-0.0003115234130294176,19937.76078669091,298.08670086802937,-0.011935558981041998
304,304,1764.7855373387633,145.37279001813818,-0.0018277648043662472,-2430.2209483509264,230.99999999999997,-0.0002543782706262256,20926.642714002723,298.7506978697512,-0.013123060249845976,-3883.0231595901873,313.0,-0.000388268677635328,2000.0,468.0,-1.0
305,305,1978.060982581748,144.41910927976704,-0.002015181626522497,-2479.8587013529495,228.0,-0.00039741967210094937,20165.441021736606,297.739631156396,-0.012456322216566978,-3782.6969085427577,312.0,-0.0005435598473420045,2000.0,491.0,-1.0
306,306,1966.5311498239619,147.3062077239772,-0.00180595867468906,-2166.9360216610953,232.0,-0.0002500931785833817,21056.70382058567,300.03769311361407,-0.01430297529574219,-3626.149340196543,315.0,-0.0005134442805134709,2000.0,451.0,-1.0
307,307,1629.1628385354963,145.76650039524057,-0.0011483940310160433,-2530.09299562921,230.0,-0.0003497309135464701,21056.898199322673,298.38658400989897,-0.013097773148365759,-3956.239470594967,313.0,-0.0005716363695072121,2000.0,427.0,-1.0
308,308,1979.311588239051,148.56439308634,-0.0018343173382308995,-2208.831514484951,226.0,-0.0003697807576797774,20396.93432904366,297.90765736758186,-0.012027857385508744,-5409.930189142648,324.12114750002564,-0.009485931195263262,2000.0,436.0,-1.0
309,309,2102.1972073584593,151.99258773393834,-0.0027547236992858056,-2544.4378981587906,230.0,-0.0002849663971342503,20179.8108438139,299.0388618908218,-0.012976311624044685,-3582.144241143725,314.0,-0.0004284194889554302,2000.0,465.0,-1.0
310,310,1687.6623590950392,145.0425399752399,-0.0015379126627379884,-2565.652580983704,229.0,-0.0002958373533714757,20374.867605001804,298.62272120343357,-0.012641055488283084,-5761.950233877192,322.8431410047151,-0.011197032388232707,2000.0,469.0,-1.0
311,311,2086.6502503695633,149.58416867486704,-0.002345480054460992,-2214.7467387800784,230.0,-0.0003869956010734674,20856.137844202178,298.2318126969136,-0.012353150067603524,-5416.877712960771,324.08871633031583,-0.010711869009427782,2000.0,471.0,-1.0
312,312,1902.0815753780644,145.41533328819585,-0.002032933765037588,-2460.4316471904276,227.0,-0.00027889769040637585,20680.51136387415,298.71327118838195,-0.012655750171566282,-3691.6359857329403,313.0,-0.0004858920292318003,2000.0,480.0,-1.0
313,313,1678.1136495063665,144.91108142536171,-0.0013353971155011986,-2000.0,207.0,-1.0,2000.0,211.0,-1.0,-2497.3847289873934,232.0,-0.00035717741565687245,20913.71447609086,299.3033403415069,-0.011921611116815067
314,314,2144.7986009981273,147.87207383103978,-0.0022619647497780873,-2321.635318580947,231.0,-0.0003804682002464619,20754.711693057354,298.3355102768216,-0.012925667969080968,-3877.6789066067217,314.0,-0.0008111238752342726,2000.0,470.0,-1.0
315,315,2022.431153686852,150.3362945485007,-0.0023330763181912753,-2623.6133048593438,228.0,-0.00042139222046151166,20622.453724549883,298.2539426236193,-0.012532471049943376,-5748.110649532767,323.56948395908944,-0.008429701572611822,2000.0,478.0,-1.0
316,316,1790.4735540511815,145.96820773949838,-0.0016281347035149573,-2574.189946899706,230.0,-0.0003010189814304336,20372.427025889043,298.70504895878895,-0.012104987610565249,-3638.5974881354286,314.0,-0.0004257644336188889,2000.0,482.0,-1.0
317,317,1759.2902615999524,146.7193349835638,-0.0023860261015879,-2595.9968316354266,228.0,-0.00034576999837223623,21003.82785130715,297.9528493718494,-0.01264494691768747,-5416.248811421015,323.7619051232247,-0.011024696989237257,2000.0,425.0,-1.0
318,318,1968.1017487206382,149.5080477946198,-0.002660662995427019,-2609.007899495154,226.0,-0.00030336087043437336,20079.11048719762,298.64225709366417,-0.012709652789280178,-3574.4263103606295,313.0,-0.00047738413902008035,2000.0,461.0,-1.0
319,319,2021.9304143153665,141.47982081964057,-0.0018888170628413952,-2488.823486809958,227.0,-0.00022944514520843184,20874.76992124514,298.5676430199889,-0.01330871139185657,-3669.420366274528,313.0,-0.00042017926402777633,2000.0,468.0,-1.0
320,320,1801.3145821246371,148.64354512416492,-0.0013455172227548177,-2214.947890438628,227.9999999999999,-0.0003326810545790138,20361.279135234803,297.8292269454821,-0.011604442725437243,-5641.090576812184,323.3667542208552,-0.012660377983996295,2000.0,441.0,-1.0
321,321,2000.0,147.0,-1.0,-2000.0,148.0,-1.0,2031.5640802325622,146.72193962313793,-0.0026493360043383807,-2444.328134543283,231.0,-0.0003414972811659383,21384.952838802965,298.1111945544557,-0.0134735251248761
322,322,1905.5528745126903,146.16261403212704,-0.0014539909128055257,-2476.041721058072,230.0,-0.00032150539396263794,21161.759314986924,299.55002148251674,-0.013043026146007624,-3760.4291353266854,314.0,-0.0006165087372234085,2000.0,492.0,-1.0
323,323,2158.5025268660097,149.03608132551278,-0.002366228164746543,-2150.319520442057,231.99999999999974,-0.00042471220476993885,20547.880056913506,297.9130220605435,-0.013031469035187333,-3728.046067673676,314.0,-0.000712249185510201,2000.0,473.0,-1.0
324,324,1664.8688537061862,146.74488765483898,-0.001577098996709084,-2707.5681347465093,230.0,-0.00033519470455492664,21064.43783676322,297.72712719151764,-0.012715474336631734,-3750.7628912586806,312.0,-0.00040305892237336375,2000.0,471.0,-1.0
325,325,1944.088342107129,146.07485663008583,-0.0010753948014656733,-2334.3275854445733,229.99999999999994,-0.00030375952385825627,20219.471425279964,299.0250237300486,-0.01221054427831387,-4077.064484405197,314.0,-0.000967876563389808,2000.0,468.0,-1.0
326,326,1957.6811371613362,148.38118236226944,-0.001525553429110833,-2116.8224744041104,229.99999999999943,-0.0002991049143210886,20968.716017541195,298.2995302253577,-0.01253153547926684,-5589.222887666498,324.3480435593998,-0.010409650750618915,2000.0,451.0,-1.0
327,327,1835.6256185141792,147.16965091907093,-0.0015399356869609821,-2700.9206903744107,231.0,-0.0003667172400136662,20633.221379620107,297.5738577943182,-0.012321794438133816,-3747.368323268254,311.00000000000045,-0.0003951400064164868,2000.0,460.0,-1.0
328,328,1997.0920858918614,142.93805448068363,-0.0017302214695515028,-2376.4269398623983,228.0,-0.0003340850728135251,20520.28024211163,298.90691010806523,-0.012099512278017996,-3399.4762495025193,313.0,-0.00031078739760120313,2000.0,484.0,-1.0
329,329,1999.4085457059127,149.95457478249898,-0.0019909365611144223,-2573.6773731540347,229.0,-0.0003653606442222777,20518.007455924668,298.1772419060933,-0.012480021731849183,-5752.632871595996,324.4713357619888,-0.010116237412422631,2000.0,474.0,-1.0
330,330,1754.5319730550161,144.7418892335609,-0.0017260662970747854,-2806.167125928326,231.0,-0.00029117209730998046,21052.574370941315,299.00224854243186,-0.013312738763006635,-3884.7910787627957,313.0,-0.00039357137695594265,2000.0,473.0,-1.0
331,331,1969.7398298856099,146.4374775229021,-0.0016695154934903648,-2325.3652035348887,231.0,-0.0002913374465667174,20569.387671565924,298.9513378401978,-0.012539339538543894,-3428.6597119282665,314.0,-0.0003346025270559196,2000.0,448.0,-1.0
332,332,1746.4540922095432,146.5363394908547,-0.001665660683499556,-2000.0,207.0,-1.0,2000.0,209.0,-1.0,-2180.2026175133524,237.99999999999113,-0.0002516088496403696,21113.804291180655,298.4391008667982,-0.012962460348470125
333,333,2001.2186645703928,143.02900365646533,-0.0016200156108128428,-2000.0,207.0,-1.0,2000.0,208.0,-1.0,-2000.0,210.0,-1.0,2000.0,211.0,-1.0
334,334,1721.7166794333025,147.2340991144049,-0.0012147616222019416,-2343.2755476019674,226.99999999999886,-0.00035373049693593046,20812.4588453274,297.7910697183486,-0.01236391240106496,-5337.729384117375,324.0900490285634,-0.00867028105223505,2000.0,467.0,-1.0
335,335,1844.246941008821,143.97111571051624,-0.0017491609488526454,-2356.228629469317,230.0,-0.0003116081425271165,20860.846718377925,297.8798543998576,-0.013066288477836188,-6293.47726009947,322.77654886064965,-0.010479499517545727,2000.0,438.0,-1.0
336,336,1885.1110539595695,140.23949475135703,-0.00231836434783876,-1902.0986962175893,228.99999999999983,-0.0002932221294348342,21639.93348035794,297.9003404972048,-0.012348592235423261,-3635.260891261042,312.0,-0.0006814481561722817,2000.0,491.0,-1.0
337,337,2000.0,149.0,-1.0,-2000.0,156.0,-1.0,2056.9916085189607,143.084260305459,-0.004054877626447605,-2144.64912116646,226.9999999999998,-0.0003002353941881181,20798.778525843023,297.42930394840914,-0.012453166767563507
338,338,1984.3487078447033,142.74276501923478,-0.0038974478477774455,-2271.7216599938733,220.0,-0.00027130715116264553,21341.700710443987,298.44541295933186,-0.01295174951194718,-3818.9726929515605,313.0,-0.0005459242719184814,2000.0,491.0,-1.0
339,339,2092.6363547574115,142.46531723018663,-0.003637859979866495,-2338.2850361264727,226.0,-0.0004398907519359851,20830.232934353968,298.04123593548,-0.012000217940445576,-5974.128220089027,321.96572825580927,-0.013527172854498348,2000.0,422.0,-1.0
340,340,2242.4305321280826,143.49203108928444,-0.0075298433741522435,-2215.5454283668255,224.0,-0.00030095574765764846,20555.77887350692,297.52208032567887,-0.012617568280205452,-5244.567282133477,323.33922660293007,-0.008383974821165546,2000.0,458.0,-1.0
341,341,2000.0,148.0,-1.0,-2000.0,155.0,-1.0,1617.8034838979706,141.36392813635837,-0.006363859775525374,-2000.0,194.0,-1.0,2000.0,197.0,-1.0
342,342,1605.2116329655132,142.4484950203435,-0.0023647577412443826,-2113.024069551602,225.99999999999994,-0.0003110785050754475,20732.3925187205,297.85382957148795,-0.011373731964356608,-5829.364467499526,321.4249349774848,-0.013624310402582662,2000.0,468.0,-1.0
343,343,2000.0,152.0,-1.0,-2000.0,155.0,-1.0,1605.9242744043702,145.4294689215072,-0.0055457366597514695,-2000.0,198.0,-1.0,2000.0,200.0,-1.0
344,344,2000.0,153.0,-1.0,-2000.0,154.0,-1.0,1950.19940721011,146.53918231105507,-0.00426083306419303,-2000.0,200.0,-1.0,2000.0,202.0,-1.0
345,345,2000.0,159.0,-1.0,-2000.0,160.0,-1.0,2085.9636549503,143.90794550115606,-0.002611736372457077,-1970.4809323347415,231.0,-0.00024444566310089785,20951.194400098146,297.79417037315596,-0.011898591683931804
346,346,2000.0,155.0,-1.0,-2000.0,158.0,-1.0,1701.322497675907,146.61647417934526,-0.004317414736610415,-2000.0,193.0,-1.0,2000.0,202.0,-1.0
347,347,2000.0,48.0,-1.0,-1349.2813654440147,69.0,-0.00039300218508862714,2000.0,147.0,-1.0,-2000.0,150.0,-1.0,1902.1322806153755,146.8478714025235,-0.003585988695690851
348,348,1866.6158916480738,145.7828945304841,-0.005253080694288111,-2000.0,195.0,-1.0,2000.0,198.0,-1.0,-2092.276079766416,232.0,-0.00020411756000314327,20884.061856761073,298.23482432038924,-0.012743400819230097
349,349,1497.367194116021,145.47360506813038,-0.00270691808197947,-2000.0,193.0,-1.0,2000.0,194.0,-1.0,-2000.0,199.0,-1.0,2000.0,201.0,-1.0
350,350,1825.6186227898147,153.31086844483187,-0.0013732680722058697,-2956.41256417475,231.99999999999994,-0.0003769004648992959,20357.68558149531,298.86930100018805,-0.013151274783648952,-4020.1652115892707,314.0,-0.0005136677531130581,2000.0,466.0,-1.0
351,351,1747.1845196478373,148.5624001707684,-0.0020194331741470064,-2934.8143203856266,229.0,-0.0003713473080169492,19695.2359228254,297.9037602977189,-0.012150151205329605,-4017.016202666892,314.0,-0.0006670709301057847,2000.0,481.0,-1.0
352,352,2248.3185899293,150.14483159400135,-0.001929303558043805,-2979.304027841366,231.0,-0.0003899647191576771,20111.10092316835,299.18637013621725,-0.014100960661052113,-3699.088434964389,315.0,-0.0003180176946932782,2000.0,508.0,-1.0
353,353,1501.0580278023197,150.92401147073613,-0.0020564128232539018,-3018.909697888018,229.0,-0.00031931887905628764,19435.767144289242,298.42653987697247,-0.01295885231639261,-3974.4519149793227,314.0,-0.00046245465110324494,2000.0,463.0,-1.0
354,354,1896.8988219306257,144.0628566851646,-0.0016323945231841695,-2292.3541946425134,233.0,-0.0003477582662783938,20348.35915016025,299.5785636074234,-0.012674565615522231,-4540.195362262023,314.0,-0.0006453333250448765,3808.3618543125954,571.5781850476911,-0.0004108640478887079
355,355,2532.296472899714,148.04087622237614,-0.0016712725882961476,-2360.361774728589,230.0,-0.0003810739684755972,20466.940957792278,297.73703244715705,-0.011589374349080177,-4127.503911899296,313.0,-0.0008426269188353217,2000.0,462.0,-1.0
356,356,1952.4809739706757,146.39840075376773,-0.0012561348542738885,-2363.200872136326,228.0,-0.0003273231218959993,19747.82804132587,298.41029565056925,-0.012699065345823657,-3810.3990867394864,313.0,-0.0005087053829486122,2000.0,468.0,-1.0
357,357,1951.4992807173564,152.67185612531057,-0.0015557772431045865,-2247.0875622446624,233.0,-0.0003747704494901587,19763.312238645613,298.0094550597519,-0.011408895177435987,-5904.527469901738,323.21322798632974,-0.011582638851052289,2000.0,443.0,-1.0
358,358,2157.697460527034,151.7200479035232,-0.002101588057810579,-2633.3902061168683,231.0,-0.0004361107767628493,20058.51006396229,297.8740143950921,-0.011969754135950653,-5048.3499240299425,324.6860845558164,-0.006450804767671814,2000.0,436.0,-1.0
359,359,1775.3413353701726,150.09600088174284,-0.001662955030582154,-2861.7745060374696,229.0,-0.0003373181159409538,20208.312109156646,298.22978591145466,-0.012602817709831349,-3864.9387402914354,313.0,-0.00040741058717890183,2000.0,482.0,-1.0
360,360,1767.0602811510157,149.75960082633,-0.0013237161109197516,-2723.26250159525,224.0,-0.00029840257244527604,19757.886234447786,298.07462133118855,-0.011448002704760879,-5371.517303275932,323.8999545326629,-0.00792168995329613,2000.0,453.0,-1.0
361,361,2171.6827423025256,147.01781333278606,-0.0018248053875499195,-2702.5649865460505,222.0,-0.00033352737562931267,20760.024867195174,297.6082207475891,-0.013312559230664938,-3848.649599654715,313.0,-0.0005089821397868174,2000.0,466.0,-1.0
362,362,2019.5204172633214,146.42260405573123,-0.0014319280224737922,-2500.003941320948,226.0,-0.00024823525534020473,20210.506620982214,299.16678227704085,-0.012929736571086653,-3033.8596024054496,313.0,-0.00015541803440078219,2000.0,493.0,-1.0
363,363,2109.931984909349,143.3687189123852,-0.0031833945200156113,-2000.0,199.0,-1.0,2000.0,201.0,-1.0,-2000.1532819217905,224.0,-0.00021615139861314497,21645.703404607677,298.16192342041006,-0.01276287221841543
